views_per_month,age_months
0.07,120.75
1.48,14.85
6.38,31.95
1.36,60.08
0.73,17.77
18.73,70.89
5.21,53.69
0.67,95.85
141.94,4.79
0.35,76.37
0.15,128.61
0.23,61.19
4.41,9.52
22.23,12.37
1.20,188.23
3.91,64.50
0.24,21.11
90.85,49.17
0.07,86.29
4.30,61.45
17.30,12.77
1.01,32.65
13.95,118.93
0.13,89.42
8.10,56.67
0.29,6.90
0.31,91.02
0.07,14.45
3.48,13.22
0.97,56.94
9.45,36.74
1.89,5.30
0.96,36.33
1.85,44.22
0.30,60.94
5.39,84.78
0.02,55.99
0.09,172.16
2.49,41.04
0.09,111.45
0.00,33.44
1.54,172.27
43.28,3.30
0.10,78.45
214.22,57.49
0.11,28.23
0.93,62.59
0.27,33.93
0.00,26.78
0.06,95.44
1.45,147.46
6.10,122.82
2.21,20.33
1.38,23.91
0.07,29.18
0.21,75.29
0.75,10.66
1.83,35.04
0.00,10.90
461.20,16.31
0.96,51.97
0.04,71.38
1.11,75.63
1.02,56.93
0.37,59.39
0.96,213.84
1.15,62.60
0.00,38.16
6.91,72.10
0.74,31.23
8.49,10.01
0.16,25.19
0.09,82.05
1.78,129.78
17.23,20.60
0.86,97.99
1.04,46.30
0.54,110.27
0.28,46.81
6.21,7.41
0.20,150.91
338.80,83.27
15.49,0.84
5.56,57.69
1.41,51.03
0.55,51.32
2.54,11.82
0.72,29.04
0.30,43.23
1.22,7.35
2.85,35.11
0.10,83.55
0.22,118.65
4.20,70.94
0.46,47.37
0.60,62.91
0.75,41.60
0.29,56.07
0.23,127.88
0.22,92.00
3.64,26.11
217.83,31.87
0.35,33.97
0.44,87.12
53.38,12.31
1.49,21.45
0.04,104.36
0.03,33.50
0.86,116.69
263.97,46.31
0.07,14.76
2.66,33.86
22.24,81.02
0.08,38.52
5.99,62.40
1968.76,84.79
0.73,19.17
8.11,93.50
61.25,4.26
562.70,19.03
0.65,13.92
0.27,176.84
0.00,14.94
2.22,25.64
0.60,30.10
0.61,65.48
0.01,89.36
0.10,62.18
0.19,154.93
23.80,61.06
7.30,17.26
235.34,206.47
1.81,25.48
71.15,92.64
43.47,68.58
3.39,19.19
4.01,26.71
0.11,72.32
0.94,11.64
30.35,14.60
0.01,70.73
0.56,23.28
3.99,14.53
3.49,48.13
5.34,1.50
3.00,34.65
0.14,106.57
0.18,114.55
8.23,49.70
13.88,55.84
0.00,140.53
3.24,116.21
0.06,78.67
20.41,91.15
710.91,81.54
4.24,69.99
0.76,48.98
1.10,82.04
0.02,62.40
0.97,40.31
0.82,96.10
0.72,15.32
0.58,60.59
124.35,202.44
1.87,21.94
1.61,13.63
1.44,9.74
77.32,70.10
3.10,104.74
0.07,14.65
0.03,35.82
197.03,5.87
0.69,37.75
0.03,34.00
0.18,86.50
17.56,2.33
0.36,135.73
8.52,39.69
0.16,182.08
57.92,25.07
2.85,129.41
0.10,38.17
0.13,45.91
1.21,11.57
8.69,151.89
0.00,5.14
3.64,43.46
2.65,75.78
0.05,18.63
1.14,178.50
0.36,44.44
1.83,54.72
1.44,34.66
71.93,32.52
0.05,43.54
0.37,35.33
8.34,2.52
1.87,30.40
0.51,72.97
1.92,6.77
0.51,49.40
0.30,10.07
12.37,11.00
22.20,54.19
0.17,92.99
0.50,59.63
1.45,75.09
0.84,130.41
0.68,78.98
0.47,186.74
0.02,93.30
0.01,72.71
157.93,2.55
0.76,100.61
1.34,44.13
0.54,14.91
0.09,105.50
0.41,26.72
0.11,44.53
41.79,83.03
0.79,135.46
16275.73,26.52
42.64,13.23
0.77,6.46
0.02,49.88
27.52,1.34
0.16,109.05
2.88,28.82
7.39,178.56
1.15,166.57
572.37,31.53
0.38,45.02
1.21,38.82
0.21,37.90
670.06,46.31
1.09,18.27
0.09,70.17
1.63,17.79
10.43,74.60
1.73,27.19
8.03,121.47
2.84,30.95
4989.48,3.09
9.17,97.84
2.45,126.21
2040.48,115.81
0.22,45.20
3.62,21.26
13632.74,6.81
0.15,86.91
1.16,26.79
0.93,14.05
49310.86,22.23
0.37,48.54
0.99,13.11
0.23,48.75
0.02,59.33
5.59,15.37
0.00,39.81
1.51,4.65
15.51,70.41
0.52,65.12
3.59,89.70
0.30,60.00
0.22,54.40
3.98,121.67
2.31,45.52
11.84,76.79
5.58,9.33
0.51,86.94
0.37,128.61
0.33,30.35
0.79,23.93
0.21,77.29
0.00,63.83
0.45,8.90
5.73,16.57
0.00,96.03
2.78,34.88
5.18,35.91
1.48,59.65
5.21,79.63
13.15,116.96
0.48,14.71
0.59,32.15
8.62,31.32
0.00,14.64
0.36,64.53
3269.22,30.29
1.30,42.44
0.04,53.64
0.05,109.92
0.48,29.19
0.16,6.35
0.38,18.51
0.89,48.31
1.47,10.87
24.74,6.39
0.22,46.36
414.66,86.01
897.78,16.88
517.67,91.52
1.03,37.70
1.11,113.38
2.98,2.68
9.68,21.69
5.80,22.40
5.71,13.83
0.09,46.34
2.78,21.62
0.23,57.33
15.01,16.65
17.63,213.73
653.56,108.12
11.90,16.21
0.17,36.13
218.03,134.45
0.83,182.22
4.74,5.90
0.88,9.05
0.25,24.40
17.11,148.31
116.22,92.24
8.47,65.79
0.18,77.05
7.64,5.11
1.67,21.52
0.00,12.48
111.41,47.55
10.50,143.94
1038.40,11.63
0.11,159.73
159.16,6.14
1.25,25.54
0.09,34.12
0.16,97.89
27.34,180.29
0.47,27.38
1.65,12.70
3.02,1.99
34.58,12.12
5.58,85.79
4.81,210.27
0.41,65.83
142.74,18.88
23.92,59.49
14.95,5.22
14.02,65.61
0.08,35.75
0.03,99.67
0.44,43.25
6.04,146.94
0.28,72.24
0.43,4.70
6.91,11.73
109.69,11.71
45.10,119.51
174.59,22.91
0.14,108.12
0.02,126.93
0.07,97.83
3.53,13.86
0.81,126.52
0.26,22.92
0.45,64.52
2.87,71.85
0.10,31.30
0.00,35.77
544.77,30.42
0.07,143.46
0.10,52.45
16.13,66.45
2701.85,4.18
6.92,40.91
0.46,34.88
0.00,25.38
0.39,97.46
0.01,111.62
0.93,183.17
0.05,61.91
0.10,120.53
0.66,36.20
107.37,14.29
0.07,45.85
0.65,18.56
3.74,26.73
3.47,97.08
0.02,48.32
0.51,59.05
0.47,93.53
57.35,5.44
0.03,75.13
0.04,133.64
2.41,20.76
0.07,73.29
2.41,25.69
0.78,64.13
0.02,96.22
0.62,139.81
1.41,190.26
11.57,67.16
0.28,14.09
4.19,7.88
4.81,57.61
0.00,99.81
0.09,66.07
0.07,14.03
0.02,54.53
3.77,38.49
0.01,176.05
1.81,11.58
7.27,53.61
0.88,122.79
0.51,48.84
24.60,150.96
309.31,59.91
12.98,65.20
7.46,56.43
0.06,123.59
0.11,153.70
0.75,4.02
1.22,59.04
0.00,124.44
0.23,12.77
0.00,4.46
46.90,21.41
577.67,7.22
0.29,27.17
0.09,112.23
0.51,19.58
0.13,60.56
9.37,41.10
0.05,115.46
5.41,86.67
11.88,103.76
0.20,143.72
6.86,11.37
0.23,4.29
1547.28,6.84
0.47,175.71
0.81,43.16
128.12,6.18
0.21,108.73
12.73,6.13
0.65,47.84
0.00,60.88
0.35,101.98
0.61,159.49
0.90,28.88
3.25,42.44
4.15,50.65
0.68,70.42
1.74,38.01
4032.13,5.33
1.71,4.67
587.89,30.36
0.12,56.62
244.35,0.06
0.11,167.99
0.49,28.56
11.21,47.46
0.16,119.90
1.49,36.95
0.09,122.02
16.33,0.12
1.41,25.53
2.24,31.27
0.24,150.06
887.97,58.44
1.91,69.54
0.02,183.60
5.02,11.75
0.32,74.19
1.52,71.15
5.24,38.55
19.92,140.93
26.86,5.51
0.04,23.17
6.72,223.84
134.78,8.23
1.75,34.23
0.05,85.49
6.40,0.78
829.16,56.36
0.13,30.40
0.42,38.41
2.10,69.62
26.49,58.89
1.12,8.92
0.08,48.99
2.16,82.45
12.85,7.08
0.20,44.01
0.28,35.75
0.45,39.65
0.00,15.37
0.01,79.26
112.84,183.96
0.04,27.34
0.11,17.63
1.18,33.95
1.26,61.16
0.19,15.41
3.06,27.81
1.75,18.25
0.48,114.93
12.92,33.68
0.09,56.93
1.40,143.26
86.62,67.03
71.88,5.51
3.96,29.03
3.46,32.66
1.25,100.82
0.13,7.44
0.27,33.52
0.04,165.84
0.00,47.53
1.42,56.45
0.11,9.47
12.50,8.88
54.78,48.14
0.02,54.17
2430.01,22.08
1.36,5.14
0.28,40.00
0.06,115.76
0.00,73.67
0.27,18.65
0.63,168.82
4.10,10.73
1.10,61.96
0.09,57.74
7.12,9.28
19.93,8.78
0.06,49.44
0.08,119.16
33.43,4.49
16.49,20.86
64.50,11.78
0.67,22.34
2.06,29.60
280.99,35.12
12.23,60.90
12.21,1.97
5.47,1.64
0.34,92.13
0.14,110.59
0.83,159.97
6.72,96.03
16.65,73.94
2.34,67.47
1.40,95.01
2.93,5.13
0.24,8.17
0.15,33.68
0.14,84.24
112.57,18.66
25.48,34.02
0.05,108.95
6.00,16.32
0.01,196.83
0.44,119.19
750.27,9.46
23.78,8.11
0.43,7.02
0.70,93.51
0.72,23.50
1.94,5.14
0.60,114.03
0.66,28.95
1.15,6.09
54.71,102.88
0.34,67.18
0.52,34.38
0.13,197.77
0.11,80.82
4.32,9.73
3.68,82.00
0.61,62.54
0.00,37.22
2.01,180.70
0.12,73.49
0.07,83.42
0.49,26.27
2106.03,168.23
0.69,160.97
0.00,0.06
0.55,10.91
34.47,3.77
1.96,82.77
0.08,82.87
0.40,138.48
0.62,132.06
0.17,66.42
0.43,39.88
0.00,110.35
0.32,120.52
3.14,53.88
1.18,34.87
0.52,36.75
517.23,71.42
0.31,110.11
0.97,68.30
0.91,69.03
0.49,73.14
1.49,46.42
0.00,89.05
0.07,187.95
0.32,43.49
0.89,15.72
1.09,38.50
0.23,108.38
0.09,21.83
0.51,29.57
1.23,31.69
0.38,31.71
21.24,13.09
3.52,68.52
0.52,30.75
2.35,52.72
1.24,34.68
0.25,63.75
0.38,36.83
0.16,49.23
1.71,40.99
2.03,16.73
1.01,26.67
0.47,168.54
6.96,52.03
8.20,134.55
0.53,26.54
0.03,34.59
0.59,29.03
57.49,54.11
0.31,71.43
0.25,59.37
2.40,77.64
0.27,123.58
0.20,56.11
0.41,40.98
0.20,40.41
26.17,4.01
2.34,118.52
6.07,83.21
0.55,5.43
0.35,34.17
141.55,8.25
0.00,69.82
1.88,27.17
5.22,17.04
0.74,205.55
0.12,67.12
0.28,78.93
6.27,5.42
0.55,106.20
8.44,124.48
1.41,29.71
0.27,37.71
0.31,49.06
0.83,20.53
0.19,149.20
21.59,23.53
0.22,40.41
9.02,41.49
20.64,79.71
2.99,1.00
10.18,3.24
0.00,77.20
9.62,43.22
0.51,69.19
1.74,71.82
12836.28,4.67
1.16,43.26
0.29,118.70
1.67,98.71
21.25,21.70
15.84,29.54
3.50,116.24
9885.97,85.83
4.72,31.17
26.90,14.87
168.99,95.10
0.46,161.46
99.01,5.42
23.76,6.57
30.44,0.03
0.05,109.15
0.11,93.84
0.53,148.81
1.54,9.74
0.53,67.50
0.79,58.39
0.63,77.97
3.87,89.32
0.00,17.40
0.34,114.78
1.80,104.69
2.51,89.74
8.65,3.35
0.10,58.94
0.03,114.41
0.08,100.23
0.31,35.21
1.30,60.89
0.29,17.14
6.47,13.76
0.41,98.28
6.59,108.24
28.40,20.92
3118.63,12.25
2.80,215.50
12.10,3.97
1.06,13.16
0.36,63.58
3.05,175.54
0.73,30.33
15.04,53.27
0.21,19.18
0.28,28.11
0.26,87.16
6.36,72.44
2.35,34.89
5.71,4.38
153.94,4.05
3.88,61.35
0.60,68.77
45.93,8.03
0.20,81.61
1.12,34.85
6.17,145.65
0.12,85.29
20.71,30.08
2.98,9.74
2.42,58.62
0.97,37.04
0.03,72.31
334.12,20.75
0.50,41.64
15.58,105.17
0.32,61.74
7.56,49.44
0.24,8.50
0.55,112.91
0.09,43.81
0.17,45.88
2.60,33.10
7.41,8.64
5.79,33.50
0.77,68.76
0.21,100.09
8.30,1.20
0.46,75.98
80.16,40.62
5.01,149.38
0.36,69.93
5.25,134.66
0.46,54.81
2.15,19.51
0.21,71.62
224.36,93.67
0.03,71.79
10.76,2.32
0.18,49.52
0.82,17.11
0.03,99.58
0.84,70.16
0.67,28.27
19.23,20.18
0.73,53.15
16.01,51.67
1.00,86.98
0.27,55.26
4.46,48.61
17.99,85.50
6.21,111.19
0.55,66.02
4.11,14.12
59.00,4.63
0.38,29.20
0.32,88.36
5.73,79.43
0.06,50.81
0.31,29.36
0.54,209.31
0.64,72.28
0.80,16.25
0.33,66.82
0.21,111.64
31.81,39.68
0.16,49.49
46.54,43.49
0.00,52.38
7.44,1.07
0.03,104.49
11.83,59.52
1.52,30.99
35.00,35.51
0.29,28.02
0.07,129.78
151.72,42.55
23.78,8.83
20.84,7.49
6.20,67.59
0.27,22.59
0.22,62.39
1.13,206.72
2.15,91.15
0.81,20.87
1.02,80.20
0.20,14.78
0.00,30.58
0.01,187.85
33460.01,16.19
0.79,89.65
1.57,24.16
0.10,70.66
4.00,37.02
0.53,79.25
0.05,79.15
27.33,21.51
13.36,61.14
0.00,56.61
0.21,117.45
0.00,0.19
2.70,37.77
49.53,3.94
0.38,10.45
0.56,69.47
646.95,9.70
14.64,42.02
1.52,114.33
7.04,194.14
0.20,55.68
31.77,64.83
1.45,82.07
180.19,44.06
7.69,207.58
0.03,61.78
0.04,48.95
3.31,132.51
3.55,154.90
0.27,102.40
0.64,64.23
0.04,100.01
0.60,13.23
16.96,5.31
53.15,1.24
8.01,59.53
1.30,72.99
53.07,36.42
1.95,95.66
0.28,67.75
0.04,45.38
13.55,17.85
4.53,14.78
0.27,145.67
0.39,78.65
0.41,122.88
11.83,13.02
26.33,79.80
70.18,41.00
8.32,64.88
1.25,2.40
1.62,64.15
12.78,47.26
541.01,63.66
1.68,59.57
0.38,80.68
0.96,84.00
0.05,55.75
13.81,115.71
1.96,8.69
1.08,70.43
13.40,37.55
1.31,7.61
1.88,42.59
34.86,6.80
0.04,23.54
0.26,70.34
2.62,18.30
0.15,116.32
1.19,124.73
0.11,17.87
0.42,45.20
0.17,24.01
0.08,38.50
6.95,86.72
7.99,0.88
0.05,107.09
102.63,2.48
0.18,73.58
0.53,15.22
0.08,24.45
4.30,12.08
0.26,94.67
0.73,13.76
0.13,86.15
3.52,9.08
1.01,53.65
284.71,14.64
9.72,90.12
0.47,141.12
0.02,42.29
1.68,16.10
0.09,23.53
0.47,181.43
0.83,21.66
7.00,9.00
6.03,0.99
2.72,61.11
5.77,97.36
0.88,58.07
0.11,63.43
9.93,49.34
0.11,53.05
9327.08,101.04
1.52,53.26
429.24,18.44
0.88,31.69
0.06,51.15
0.09,34.73
4.10,76.07
27.65,95.29
0.22,129.28
4322.36,80.06
5.60,15.72
0.05,85.70
70858.44,46.41
10.86,4.70
0.31,82.74
0.27,69.72
1.95,31.81
31.11,24.98
22.66,83.46
0.19,73.67
0.11,144.95
0.40,7.51
0.07,136.03
0.15,88.96
0.66,175.49
1.95,15.87
1.56,63.53
0.03,61.56
59.92,0.18
1.07,12.11
0.39,20.67
4.12,88.60
490.04,6.02
37.51,114.80
0.09,98.45
1.66,19.87
0.00,9.87
0.06,17.41
0.04,81.58
13.13,111.72
216.59,2.26
874.53,4.05
1.97,61.95
2.94,20.41
2.77,46.97
12.19,72.78
0.97,8.29
5.00,123.47
0.04,91.47
0.13,52.91
0.10,90.68
5.16,75.84
0.00,19.82
0.04,81.21
0.08,132.84
11.91,10.24
0.16,44.65
17.90,30.56
2.00,118.12
0.22,62.85
20.91,21.90
0.12,208.93
15.65,46.06
0.10,116.52
0.88,182.02
0.20,29.99
0.51,53.03
0.10,101.97
6.25,30.55
26.11,54.46
2.86,165.54
1.67,67.07
0.19,41.07
0.00,16.56
0.00,47.45
0.24,63.52
0.00,49.66
1.03,101.11
1.10,105.13
0.03,119.69
134.99,46.71
0.23,30.22
14.18,106.50
1.56,4.48
46.84,32.96
28.75,4.14
0.00,21.47
0.09,193.81
3.47,19.00
0.25,152.78
5.15,116.77
10.61,152.24
0.07,108.70
0.03,125.93
1.53,79.59
0.14,173.15
0.95,78.58
3.16,49.75
11967.72,11.17
5.42,163.26
0.76,10.59
0.40,9.96
116.50,16.65
4.98,33.10
1.55,29.75
8.49,163.68
3.33,181.58
0.14,13.94
12.24,1.47
17.90,0.73
7.31,19.96
60.80,0.30
1.53,83.60
0.43,180.25
0.97,46.35
2.07,38.25
42752.66,1.40
1.94,28.94
0.14,42.98
0.17,47.43
25.16,155.12
3.72,2.42
5.50,53.81
4.19,8.84
0.10,20.85
0.18,96.85
0.19,16.14
0.05,18.41
1.43,35.07
0.28,53.74
0.06,124.75
24.61,39.74
1.03,74.11
0.05,108.28
0.43,152.03
0.49,73.77
0.58,136.09
2.38,31.49
0.18,65.56
0.04,108.39
1.88,22.36
0.25,198.48
0.04,22.41
0.64,119.37
0.09,53.66
185.60,7.29
2.55,76.71
112.47,40.47
0.94,46.57
209.97,11.77
23.79,36.69
0.16,73.56
0.00,54.30
0.28,61.48
0.00,83.18
0.24,54.40
2.51,1.59
0.00,60.33
0.08,26.47
20.60,35.44
0.55,223.51
0.85,35.33
67.92,72.86
32.93,1.46
0.00,59.11
30.08,16.52
3.06,21.26
14.35,39.02
37.81,34.51
476.77,54.98
0.20,104.30
0.02,66.19
45.02,22.52
104.23,214.49
8.49,173.44
55.17,37.19
126.13,47.89
0.08,77.64
91.98,18.29
5.76,120.26
332.01,59.69
0.63,44.32
0.10,39.77
0.00,26.26
0.28,156.34
0.74,20.41
1.24,157.04
133.41,1.48
2.89,93.19
0.13,122.74
15.33,19.37
0.72,56.91
0.20,59.43
0.04,46.80
0.08,59.81
0.14,42.60
0.42,11.82
0.46,50.04
0.27,58.47
154.59,157.50
46.57,26.35
252.39,45.87
4.70,6.38
7.67,49.04
0.13,83.97
2.87,100.77
4.78,62.79
7.74,180.80
0.07,55.92
29.04,12.50
3.72,215.03
6.01,30.97
0.04,71.19
0.00,53.27
0.21,43.21
8.10,193.13
1.01,27.83
2.42,198.34
3.18,32.12
0.00,60.61
0.09,42.77
78.59,0.05
0.11,37.23
0.30,69.91
37.53,6.95
0.00,56.06
1.66,12.63
6.95,38.54
9.52,0.74
0.62,60.95
1.53,62.81
0.41,156.89
0.45,22.47
0.75,11.97
1.73,38.71
3.07,79.36
0.10,71.59
7.02,22.36
14.06,55.26
1.06,53.05
22.52,58.53
0.12,65.06
0.58,13.87
0.39,115.20
0.03,33.01
1.40,71.64
0.66,13.54
0.53,47.56
0.52,135.07
10.48,67.19
1.00,19.94
0.99,71.80
0.04,25.31
284.51,21.25
5.71,31.19
0.25,86.87
0.03,67.23
0.68,63.00
0.01,93.17
27.67,104.97
0.02,54.09
0.31,19.19
0.31,139.90
37.26,221.99
7.29,34.55
3.76,218.43
0.00,22.00
0.09,187.85
30.13,28.15
7.46,157.21
3.68,50.77
4.30,73.20
347.88,7.05
0.36,66.19
0.31,70.26
15.69,33.85
60.14,21.28
23.48,3.53
0.18,68.29
0.50,8.01
0.35,48.49
0.38,63.49
8.90,26.18
0.17,54.41
0.11,101.93
19.04,45.17
1.02,36.24
0.03,173.04
2.27,130.60
0.00,124.37
4.13,2.42
0.01,114.52
0.11,63.52
0.40,69.80
0.00,15.92
109.35,11.79
0.43,165.40
0.05,185.13
6.80,48.99
0.14,77.10
514.53,5.20
257.12,5.81
0.07,40.95
2.96,35.43
1.52,15.10
0.07,56.57
0.37,194.34
7.40,47.46
29.79,53.37
5.47,7.31
250.97,33.80
0.09,44.25
3.83,66.32
0.39,30.51
0.31,114.34
0.24,96.14
0.02,94.15
0.01,176.08
0.44,105.29
0.00,7.29
0.63,55.40
0.13,82.47
0.09,77.52
0.41,43.83
2.63,62.09
4.01,66.58
0.42,57.69
0.06,52.46
0.22,9.06
0.09,79.38
0.88,1.14
0.14,85.98
1.55,66.61
0.13,63.55
2.03,15.25
0.07,177.25
0.19,85.60
186.40,35.43
0.22,35.74
1.50,200.04
18.64,87.94
0.03,32.04
896.61,2.91
18.15,3.80
0.44,56.69
0.33,23.97
6.84,73.41
0.00,148.84
12.48,12.66
3.58,51.96
8.99,97.11
0.03,122.24
105.27,159.25
0.04,134.27
1.53,107.53
0.51,143.75
1.55,34.11
1.29,11.61
1.30,39.38
1.72,217.12
1.22,24.68
36.34,31.89
37.75,41.32
0.33,116.61
0.45,96.78
0.08,59.88
0.03,66.44
0.59,164.90
0.29,34.24
0.13,47.63
2079.80,3.64
0.80,34.94
0.72,24.90
0.07,61.48
13.61,62.76
59.67,49.05
5.66,46.65
2.32,21.16
0.45,22.46
0.59,76.40
0.03,102.89
0.24,86.75
0.38,88.76
0.33,70.20
0.75,74.73
16.20,14.45
7.96,37.08
0.16,62.18
0.31,28.71
4.10,9.51
0.00,36.73
1.30,10.78
61.99,11.16
0.15,84.25
0.25,43.64
1430.31,51.64
3.68,43.79
0.13,102.30
44.20,43.85
0.41,14.71
0.01,69.13
0.26,99.59
29.54,1.15
30.28,19.52
0.38,42.05
0.11,80.10
0.45,17.92
1.84,177.95
10.76,8.74
0.35,22.99
1.69,19.50
31.92,51.85
180.92,29.58
0.14,55.29
0.05,56.94
2.14,21.93
0.26,159.25
0.05,20.86
0.21,130.84
1.12,16.94
1.49,18.74
0.29,137.99
0.46,30.32
273.30,1.84
0.68,45.49
12.34,59.74
0.02,88.24
0.04,74.33
9.76,52.04
1.96,21.97
1.33,34.59
0.03,92.25
1.81,112.42
0.40,96.35
12.34,87.26
0.36,25.07
0.73,204.00
0.07,28.62
4.97,9.26
1.18,180.35
2.15,7.90
0.65,89.56
0.49,73.43
1.28,8.59
0.14,113.22
0.52,3.84
12.72,18.79
0.32,90.11
10.98,34.16
0.03,35.99
7.81,221.47
19.20,35.73
2.67,56.26
13.03,45.89
524.00,1.96
0.12,25.05
1.70,59.46
0.48,72.20
492.32,56.81
4.65,41.70
4.36,81.44
66.28,23.15
0.16,115.61
0.43,90.53
0.01,179.95
0.10,118.16
4.88,21.12
0.70,28.51
0.20,152.66
5.22,30.48
0.00,68.75
1.14,24.63
4.27,18.72
5.90,71.08
0.05,21.10
1.45,150.30
1.00,47.18
0.03,178.54
0.30,36.84
3.65,41.67
104.75,3.22
0.29,41.89
3.52,215.68
0.38,52.37
0.06,53.45
8.83,100.48
0.31,81.76
0.05,73.41
12.60,50.17
0.05,56.32
1.32,18.15
449.90,69.25
73.30,11.23
3.42,1.17
0.45,73.64
1.37,66.54
0.06,64.99
103.77,56.31
0.52,50.39
1.56,47.36
0.03,28.91
6.80,101.75
51.65,156.28
1.23,20.35
0.65,18.35
0.09,140.08
10.12,24.60
0.86,52.16
63.27,146.25
0.00,32.73
0.83,59.94
1.17,25.68
5.21,51.68
619.66,73.68
65.05,26.34
263.74,8.44
3.01,145.64
11.90,164.37
0.11,27.61
0.05,121.12
359.48,3.56
10.87,15.09
1.79,6.70
0.06,69.14
1838411.17,7.72
0.17,22.98
88.69,40.11
0.24,20.63
0.11,113.42
0.27,40.71
150.34,91.24
0.69,46.53
12.56,55.09
0.24,128.73
1.48,7.44
0.01,123.64
92.00,2.71
0.23,12.82
2.88,40.21
0.00,8.44
13.31,23.90
20.30,64.58
1.57,53.65
1.71,16.40
0.39,53.86
9.29,47.91
0.87,49.35
0.04,54.25
0.14,58.67
0.53,67.76
7.44,68.56
80.93,76.78
23.75,5.14
1.18,31.47
0.24,38.20
0.07,109.70
3.21,147.82
6.73,39.23
0.38,2.63
2.21,46.63
0.04,23.77
0.27,48.97
31.75,15.50
12.14,76.11
0.57,120.01
25.51,20.70
0.00,43.37
0.19,91.52
1.95,33.86
0.23,165.40
0.18,32.80
3.92,2.80
33.09,1.90
9.61,6.76
0.68,78.39
4.39,1.14
3418.08,65.56
0.25,153.65
1.11,86.24
0.10,178.24
0.03,58.39
0.67,99.51
0.85,13.00
2.67,210.39
0.03,113.63
78.66,120.80
0.53,97.40
1.12,50.81
52.22,51.43
0.00,60.40
0.43,20.78
67.29,7.71
4.13,57.85
1.30,12.28
0.57,46.97
0.01,85.69
1.09,2.75
0.10,72.04
4.17,46.24
1.00,134.92
0.16,63.42
1.41,58.10
68.65,45.17
0.00,60.80
6.02,88.85
1.65,208.99
0.05,85.04
0.02,104.81
0.27,74.33
0.64,23.31
0.47,145.15
15.99,208.82
53.24,3.23
60.91,163.57
67.64,31.37
0.06,51.33
0.02,57.05
23.88,81.33
0.23,48.37
0.69,31.66
32.60,106.26
5.70,50.20
0.58,15.59
9.33,208.52
83.43,36.69
7.64,49.10
7.13,120.37
1.41,19.15
0.05,85.23
0.41,39.17
17.67,26.08
30.56,2.49
17.40,9.37
0.42,24.00
2.69,28.26
3.35,14.03
1.54,30.46
0.08,105.97
0.41,19.50
0.70,24.28
0.63,42.97
0.04,27.14
0.07,81.53
2.36,18.65
0.01,137.19
0.60,115.31
1.45,73.91
3.00,70.36
3.94,5.33
2.48,189.00
0.16,56.47
0.00,28.50
0.52,130.09
1.09,25.68
5.03,7.15
1.05,51.55
6.90,21.14
0.12,203.01
1068.45,67.08
0.77,94.54
6.39,195.73
0.70,41.50
18.20,1.43
8.65,89.07
0.08,116.71
6.21,23.53
0.54,170.99
0.33,32.92
0.23,105.12
0.51,41.24
54.48,9.40
0.25,80.20
0.17,66.62
0.19,172.03
0.76,65.76
0.19,172.02
1.90,149.96
10.75,183.47
0.14,62.83
0.65,50.52
0.66,13.59
0.54,90.55
0.81,14.83
0.72,18.12
0.45,140.12
0.22,64.96
0.04,23.55
0.30,72.49
0.01,102.78
518.53,17.40
0.52,30.77
17.89,221.56
0.05,63.46
0.23,123.90
0.26,72.62
0.00,22.15
7.94,110.40
0.20,142.03
2.75,33.04
0.21,119.30
0.90,74.74
0.00,19.34
0.39,27.92
2.00,11.97
177.24,8.99
0.13,45.25
0.65,15.41
172.14,47.38
0.12,34.35
0.40,27.78
5.47,3.11
0.12,175.77
10.43,14.58
2.51,131.27
0.04,100.85
2.80,94.19
10613.75,2.23
9.54,18.25
0.26,77.31
7.64,42.55
1.79,50.35
0.09,42.79
0.32,6.35
151.45,57.17
15.28,139.96
1.56,212.80
1.39,120.47
15403.57,23.02
0.37,49.07
0.98,115.52
11851.90,4.65
24.89,63.95
0.80,22.46
8.77,6.38
0.05,190.50
0.06,127.19
0.68,70.23
0.00,75.08
0.00,43.33
1.10,47.23
13.04,13.26
0.64,12.41
0.57,182.66
1.10,38.95
0.16,117.20
0.23,12.91
0.93,56.86
5.99,53.25
0.15,93.23
0.36,73.16
1.96,15.28
0.87,3.44
10.42,30.91
28.08,36.29
45.45,6.45
469.25,35.45
436.38,94.24
2.68,118.13
0.04,98.36
0.36,83.79
0.07,45.94
8.72,45.27
16.49,12.74
0.00,15.98
2.25,74.36
0.39,15.53
0.04,101.48
3.83,82.44
0.13,37.24
0.06,46.58
39.91,91.68
0.12,64.51
0.01,105.53
0.39,46.69
7.58,10.82
0.20,79.40
191.24,0.77
1.65,2.42
0.26,104.71
0.25,93.56
0.50,51.85
1.99,82.35
77.15,12.07
0.06,193.40
2.59,9.27
7.37,82.35
7.30,202.57
0.05,84.46
8.12,30.44
0.10,61.33
0.00,53.57
0.18,37.90
0.84,30.89
0.00,131.91
0.88,39.57
2.87,26.09
8.65,33.77
3.11,92.69
0.83,47.04
14.32,4.05
0.18,28.40
0.01,83.93
0.44,78.78
0.63,30.23
52.62,178.84
0.14,117.93
3.64,15.10
30.29,36.55
0.05,41.25
1.60,37.49
9.79,4.39
0.39,101.76
146.09,1.92
1.51,43.65
0.03,60.32
0.62,70.81
2.08,206.37
0.84,64.62
2.29,3.94
0.27,113.28
0.76,143.13
0.03,70.50
0.17,84.39
0.17,194.04
84.82,76.27
0.36,98.84
12.86,52.80
0.35,5.78
